##SHEET:attacking_map
node_id|from_node_id|next_node_id|parent_action_id|position_family|recommended_followup_tree|is_terminal|edge_label|sort_order|priority_rank|start_position|role|your_action|partner_response|follow_up|end_position|outcome_type|success_condition|failure_risk|gi_no_gi|skill_level|priority|notes|key_details|common_mistakes|concept_tags|chain_family|energy_cost|video_ref_slot|counter_if_fails|reaction_tags|grip_tags
CG-001|G-WRIST-CONTROL
CG-002|G-GUILLOTINE-GRIP
CG-003|G-TRICEP-GRIP
CG-004|G-FIGURE-FOUR
CG-005|G-WRIST-CONTROL
CG-006|G-COLLAR-THUMB-IN
CG-006|G-COLLAR-PALM-DOWN
CG-007|G-COLLAR-THUMB-IN
CG-008|G-SLEEVE
CG-008|G-WRIST-CONTROL
CG-009|G-HEAD-CONTROL
CG-010|G-PANT-GRIP
CG-010|G-SLEEVE
CG-011|G-COLLAR-SLEEVE
CG-012|G-TWO-ON-ONE
CG-012|G-SEATBELT
CG-013|G-OVERHOOK
CG-013|G-WRIST-CONTROL
OG-001|G-COLLAR-SLEEVE
OG-001|G-FOOT-ON-BICEP
OG-002|G-COLLAR-SLEEVE
OG-002|G-ANKLE-GRIP
OG-002|G-FOOT-ON-HIP
OG-003|G-ANKLE-GRIP
OG-003|G-FOOT-ON-HIP
OG-004|G-DLR-HOOK
OG-004|G-SLEEVE
OG-004|G-ANKLE-GRIP
OG-005|G-DLR-HOOK
OG-005|G-ANKLE-GRIP
OG-006|G-FOOT-ON-HIP
OG-006|G-ANKLE-GRIP
OG-007|G-ANKLE-GRIP
OG-008|G-HIP-CONTROL
OG-009|G-NONE
OG-010|G-BICEP-FRAME
OG-010|G-KNEE-SHIELD
OG-011|G-LASSO
OG-011|G-SLEEVE
OG-011|G-PANT-GRIP
HGB-001|G-UNDERHOOK
HGB-001|G-KNEE-SHIELD
HGB-002|G-BICEP-FRAME
HGB-002|G-NECK-FRAME
HGB-003|G-UNDERHOOK
HGB-003|G-ANKLE-GRIP
HGB-004|G-UNDERHOOK
HGB-004|G-SEATBELT
HGB-005|G-UNDERHOOK
HGB-005|G-HALF-BUTTERFLY
HGB-006|G-DEEP-HALF-HUG
HGB-007|G-UNDERHOOK
HGB-007|G-NECK-FRAME
HGT-001|G-CROSSFACE
HGT-001|G-UNDERHOOK
HGT-002|G-CROSSFACE
HGT-002|G-UNDERHOOK
HGT-003|G-CROSSFACE
HGT-003|G-COLLAR-GRIP
HGT-004|G-WHIZZER
HGT-005|G-PANT-GRIP
HGT-005|G-COLLAR-GRIP
HGT-006|G-CROSSFACE
HGT-006|G-UNDERHOOK
SC-001|G-FIGURE-FOUR
SC-001|G-WRIST-CONTROL
SC-002|G-WRIST-CONTROL
SC-003|G-FIGURE-FOUR
SC-004|G-COLLAR-GRIP
SC-004|G-PANT-GRIP
SC-005|G-ARM-TRAP
SC-006|G-SEATBELT
SC-007|G-COLLAR-GRIP
SC-007|G-ARM-TRAP
MT-001|G-HEAD-CONTROL
MT-002|G-WRIST-CONTROL
MT-003|G-COLLAR-THUMB-IN
MT-003|G-COLLAR-PALM-DOWN
MT-004|G-GIFT-WRAP
MT-004|G-SEATBELT
MT-005|G-WRIST-CONTROL
MT-006|G-GRAPEVINE
MT-006|G-HEAD-CONTROL
BK-001|G-SEATBELT
BK-001|G-WRIST-CONTROL
BK-002|G-SEATBELT
BK-003|G-BOW-AND-ARROW-GRIP
BK-003|G-SEATBELT
BK-004|G-SEATBELT
BK-005|G-WRIST-CONTROL
FH-001|G-GUILLOTINE-GRIP
FH-002|G-HEAD-CONTROL
FH-003|G-ANACONDA-GRIP
FH-004|G-DARCE-GRIP
FH-005|G-SEATBELT
FH-005|G-HIP-CONTROL
FH-006|G-NONE
PG-BER-001|G-DLR-HOOK
PG-BER-001|G-BERIMBOLO-GRIP
PG-BER-002|G-BERIMBOLO-GRIP
PG-BER-003|G-DLR-HOOK
PG-WORM-001|G-WORM-GUARD-LAPEL
PG-WORM-001|G-SLEEVE
PG-WORM-002|G-WORM-GUARD-LAPEL
PG-WORM-002|G-SLEEVE
PG-WORM-003|G-SQUID-LAPEL
PG-SPI-001|G-SPIDER-GRIP
PG-SPI-001|G-SLEEVE
PG-SPI-002|G-LASSO
PG-SPI-002|G-SLEEVE
PG-SPI-003|G-SPIDER-GRIP
PG-SPI-003|G-SLEEVE
PG-HGB-001|G-DEEP-HALF-HUG
PG-HGB-002|G-DEEP-HALF-HUG
PG-HGB-003|G-KNEESHIELD-LASSO
PG-HGB-003|G-RDLR-HOOK
PG-PAS-001|G-UNDERHOOK
PG-PAS-001|G-CROSSFACE
PG-PAS-002|G-INSIDE-SHIN
PG-PAS-002|G-PANT-GRIP
PG-PAS-003|G-PANT-GRIP
PG-PAS-003|G-HEAD-CONTROL
PG-PAS-004|G-SINGLE-UNDER
PG-SUB-001|G-FIGURE-FOUR
PG-SUB-001|G-KIMURA-TRAP
PG-SUB-002|G-WRIST-CONTROL
PG-SUB-003|G-BOW-AND-ARROW-GRIP
PG-SUB-004|G-WRIST-CONTROL
PG-SUB-005|G-HIP-CONTROL
PG-SUB-006|G-COLLAR-GRIP
PG-SUB-006|G-SLEEVE
PG-TD-001|G-COLLAR-TIE
PG-TD-001|G-SLEEVE
PG-TD-002|G-COLLAR-TIE
PG-TD-002|G-SLEEVE
PG-SLX-001|G-SLX-CONFIG
PG-SLX-001|G-ANKLE-GRIP
PG-SLX-002|G-SLX-CONFIG
PG-BK-001|G-SEATBELT
PG-TUR-001|G-CLOCK-COLLAR
PG-TUR-002|G-SEATBELT
PG-TUR-003|G-ARM-TRAP
PG-WRE-001|G-HANDS-LOCKED
BG-BER-001|G-DLR-HOOK
BG-BER-001|G-BERIMBOLO-GRIP
BG-BER-002|G-BERIMBOLO-GRIP
BG-BER-002|G-SEATBELT
BG-LAP-001|G-WORM-GUARD-LAPEL
BG-LAP-002|G-SQUID-LAPEL
BG-COU-001|G-FOOT-ON-HIP
BG-COU-001|G-UNDERHOOK
BG-COU-002|G-KIMURA-TRAP
BG-BK-001|G-SEATBELT
BG-PAS-001|G-PANT-GRIP
BG-PAS-001|G-HEAD-CONTROL
BG-PAS-002|G-HEAD-CONTROL
BG-SUB-001|G-WRIST-CONTROL
BG-SUB-002|G-WRIST-CONTROL
BG-SUB-003|G-EZEKIEL-GRIP
BG-BLK-001|G-NONE
BG-BLK-002|G-WRIST-CONTROL
BG-BLK-003|G-SEATBELT
BG-BLK-004|G-CROSSFACE
BG-BLK-004|G-UNDERHOOK
BG-BLK-005|G-NONE
NG-ST-001|G-OVERHOOK-NOGI
NG-ST-001|G-TWO-ON-ONE
NG-ST-002|G-COLLAR-TIE
NG-ST-002|G-INSIDE-TIE
NG-ST-003|G-BODY-LOCK
NG-ST-004|G-COLLAR-TIE
NG-ST-005|G-BODY-LOCK
NG-ST-006|G-HANDS-LOCKED
NG-ST-007|G-HANDS-LOCKED
NG-ST-008|G-COLLAR-TIE
NG-ST-008|G-SEATBELT
NG-ST-009|G-TWO-ON-ONE
NG-ST-010|G-GUILLOTINE-GRIP
NG-CG-001|G-OVERHOOK
NG-CG-001|G-WRIST-CONTROL
NG-CG-002|G-FIGURE-FOUR
NG-CG-003|G-GUILLOTINE-GRIP
NG-CG-004|G-GUILLOTINE-GRIP
NG-OG-001|G-BUTTERFLY-HOOK
NG-OG-001|G-UNDERHOOK
NG-OG-002|G-X-GUARD-HOOKS
NG-OG-003|G-X-GUARD-HOOKS
NG-OG-004|G-KNEE-SHIELD
NG-OG-004|G-ASHI-GARAMI
NG-OG-005|G-RDLR-HOOK
NG-OG-005|G-ANKLE-GRIP
NG-HGB-001|G-NECK-FRAME
NG-HGB-002|G-UNDERHOOK
NG-HGB-003|G-FIGURE-FOUR
NG-PAS-001|G-UNDERHOOK
NG-PAS-001|G-CROSSFACE
NG-PAS-002|G-INSIDE-SHIN
NG-PAS-003|G-ANKLE-GRIP
NG-PAS-004|G-BODY-LOCK
NG-SC-001|G-HEAD-ARM-TRIANGLE
NG-SC-002|G-HEAD-ARM-TRIANGLE
NG-MT-001|G-HEAD-ARM-TRIANGLE
NG-MT-002|G-NONE
NG-BK-001|G-SEATBELT
NG-BK-001|G-WRIST-CONTROL
NG-BK-002|G-SEATBELT
NG-BK-003|G-ARM-TRAP
NG-FH-001|G-GUILLOTINE-GRIP
NG-FH-002|G-ANACONDA-GRIP
NG-FH-003|G-HIP-CONTROL
NG-LL-001|G-ASHI-GARAMI
NG-LL-002|G-ASHI-GARAMI
NG-LL-003|G-50-50
NG-LL-004|G-50-50
NG-LL-005|G-HONEYHOLE
NG-LL-006|G-HONEYHOLE
NG-LL-007|G-FIGURE-FOUR
NG-LL-007|G-ASHI-GARAMI
NG-LL-008|G-ASHI-GARAMI
NG-LL-009|G-FIGURE-FOUR
NG-LL-010|G-OUTSIDE-ASHI
NG-ADV-001|G-SEATBELT
NG-ADV-002|G-BUTTERFLY-HOOK
NG-ADV-002|G-SLX-CONFIG
NG-ADV-003|G-NONE
NG-ADV-004|G-SEATBELT
NG-ADV-004|G-MATA-LEON
NG-ADV-005|G-WRIST-CONTROL
NG-ADV-006|G-HEAD-INSIDE
NG-BLK-001|G-ASHI-GARAMI
NG-BLK-002|G-NONE

##SHEET:mermaid_export
tree_name|starting_position|instructions|mermaid_code
Overview Position Graph|All|High-level map.|flowchart TD
  SELF(["You / Start of Round"])
  STAND["Standing / Neutral"]
  CG["Closed Guard"]
  OG["Open Guard"]
  HGB["Half Guard Bottom"]
  HGT["Top Half Guard"]
  SC["Side Control Top"]
  MT["Mount Top"]
  BK["Back Control"]
  FH["Front Headlock"]
  TUR["Turtle"]
  LE["Leg Entanglement"]
  SELF --> STAND
  STAND --> CG
  STAND --> HGT
  STAND --> FH
  CG --> MT
  CG --> BK
  OG --> HGT
  OG --> STAND
  OG --> LE
  HGB --> HGT
  HGB --> BK
  HGB --> LE
  HGT --> SC
  SC --> MT
  SC --> BK
  MT --> BK
  FH --> BK
  FH --> SC
  BK --> MT
  LE --> OG
Standing / Neutral Attacking Tree|Standing / Neutral|Paste into mermaid-compatible renderer.|flowchart TD
  ST(["Standing / Neutral"])
  ST_ACT_1["Single leg takedown"]
  ST --> ST_ACT_1
  ST-001_R{"Partner balance compromised / leg captured"}
  ST-001_F["Run the pipe → Top half guard or side control"]
  ST_ACT_1 -- "Partner balance compromised " --> ST-001_R
  ST-001_R --> ST-001_F
  ST-002_R{"Partner sprawls"}
  ST-002_F["Switch to double or cut corner → Top position or scramble"]
  ST_ACT_1 -- "Partner sprawls" --> ST-002_R
  ST-002_R --> ST-002_F
  ST-003_R{"Partner applies strong whizzer"}
  ST-003_F["Shelf leg and run the pipe → Top half guard"]
  ST_ACT_1 -- "Partner applies strong whizz" --> ST-003_R
  ST-003_R --> ST-003_F
  ST-004_R{"Partner hops on one foot"}
  ST-004_F["Trip the far leg → Top position"]
  ST_ACT_1 -- "Partner hops on one foot" --> ST-004_R
  ST-004_R --> ST-004_F
  ST_ACT_2["Double leg takedown"]
  ST --> ST_ACT_2
  ST-005_R{"Partner sprawls"}
  ST-005_F["Come up to single leg → Standing single-leg chain"]
  ST_ACT_2 -- "Partner sprawls" --> ST-005_R
  ST-005_R --> ST-005_F
  ST-006_R{"Partner stays upright"}
  ST-006_F["Drive through to finish → Top half guard or side control"]
  ST_ACT_2 -- "Partner stays upright" --> ST-006_R
  ST-006_R --> ST-006_F
  ST_ACT_3["Snapdown"]
  ST --> ST_ACT_3
  ST-007_R{"Partner posts hands on mat"}
  ST-007_F["Front headlock → Front headlock top"]
  ST_ACT_3 -- "Partner posts hands on mat" --> ST-007_R
  ST-007_R --> ST-007_F
  ST-008_R{"Partner resists by standing tall"}
  ST-008_F["Attack single leg → Single-leg position"]
  ST_ACT_3 -- "Partner resists by standing " --> ST-008_R
  ST-008_R --> ST-008_F
  ST_ACT_4["Arm drag"]
  ST --> ST_ACT_4
  ST-009_R{"Partner steps forward"}
  ST-009_F["Attack single leg → Single-leg position"]
  ST_ACT_4 -- "Partner steps forward" --> ST-009_R
  ST-009_R --> ST-009_F
  ST-010_R{"Partner over-rotates"}
  ST-010_F["Back take standing → Back control"]
  ST_ACT_4 -- "Partner over-rotates" --> ST-010_R
  ST-010_R --> ST-010_F
  ST_ACT_5["Ankle pick"]
  ST --> ST_ACT_5
  ST-011_R{"Partner weight on target foot"}
  ST-011_F["Pick ankle and drive → Top position"]
  ST_ACT_5 -- "Partner weight on target foo" --> ST-011_R
  ST-011_R --> ST-011_F
  ST_ACT_6["Guard pull"]
  ST --> ST_ACT_6
  ST-012_R{"Partner follows to knees"}
  ST-012_F["Establish closed guard → Closed guard bottom"]
  ST_ACT_6 -- "Partner follows to knees" --> ST-012_R
  ST-012_R --> ST-012_F
  ST-013_R{"Partner stays standing"}
  ST-013_F["Establish open guard grips → Open guard bottom"]
  ST_ACT_6 -- "Partner stays standing" --> ST-013_R
  ST-013_R --> ST-013_F
  PG_ACT_7["Foot sweep (ko-uchi/ouchi)"]
  ST --> PG_ACT_7
  PG-TD-001_R{"Partner weight on lead foot"}
  PG-TD-001_F["Reap foot inward/outward → Top position"]
  PG_ACT_7 -- "Partner weight on lead foot" --> PG-TD-001_R
  PG-TD-001_R --> PG-TD-001_F
  PG_ACT_8["Uchi mata"]
  ST --> PG_ACT_8
  PG-TD-002_R{"Partner upright; hips square"}
  PG-TD-002_F["Load inside leg; rotate → Top position"]
  PG_ACT_8 -- "Partner upright; hips square" --> PG-TD-002_R
  PG-TD-002_R --> PG-TD-002_F
  PG_ACT_9["High crotch"]
  ST --> PG_ACT_9
  PG-WRE-001_R{"Partner over-square"}
  PG-WRE-001_F["Lift and finish → Top side control"]
  PG_ACT_9 -- "Partner over-square" --> PG-WRE-001_R
  PG-WRE-001_R --> PG-WRE-001_F
  BG_ACT_10["Grip fighting priority system"]
  ST --> BG_ACT_10
  BG-BLK-005_R{"Partner establishes grip"}
  BG-BLK-005_F["Strip and impose own grip → Grip advantage"]
  BG_ACT_10 -- "Partner establishes grip" --> BG-BLK-005_R
  BG-BLK-005_R --> BG-BLK-005_F
  NG_ACT_11["Russian 2-on-1"]
  ST --> NG_ACT_11
  NG-ST-001_R{"Opponent passive in tie-up"}
  NG-ST-001_F["Drag to back or set up single → Back control or single leg"]
  NG_ACT_11 -- "Opponent passive in tie-up" --> NG-ST-001_R
  NG-ST-001_R --> NG-ST-001_F
  NG_ACT_12["Collar tie + inside bicep tie"]
  ST --> NG_ACT_12
  NG-ST-002_R{"Opponent pressures forward"}
  NG-ST-002_F["Snapdown to front headlock → Front headlock top"]
  NG_ACT_12 -- "Opponent pressures forward" --> NG-ST-002_R
  NG-ST-002_R --> NG-ST-002_F
  NG_ACT_13["Body lock"]
  ST --> NG_ACT_13
  NG-ST-003_R{"Opponent short-hips away"}
  NG-ST-003_F["Trip rear leg → Top mount or side"]
  NG_ACT_13 -- "Opponent short-hips away" --> NG-ST-003_R
  NG-ST-003_R --> NG-ST-003_F
  NG_ACT_14["Ankle pick no-gi"]
  ST --> NG_ACT_14
  NG-ST-004_R{"Opponent loads lead foot"}
  NG-ST-004_F["Pick ankle + collar pull → Top position"]
  NG_ACT_14 -- "Opponent loads lead foot" --> NG-ST-004_R
  NG-ST-004_R --> NG-ST-004_F
  NG_ACT_15["Duck under"]
  ST --> NG_ACT_15
  NG-ST-005_R{"Opponent extends arm"}
  NG-ST-005_F["Slip under arm to back → Back control standing"]
  NG_ACT_15 -- "Opponent extends arm" --> NG-ST-005_R
  NG-ST-005_R --> NG-ST-005_F
  NG_ACT_16["Double leg"]
  ST --> NG_ACT_16
  NG-ST-006_R{"Opponent stays upright"}
  NG-ST-006_F["Drive through → Top position"]
  NG_ACT_16 -- "Opponent stays upright" --> NG-ST-006_R
  NG-ST-006_R --> NG-ST-006_F
  NG-ST-007_R{"Opponent square stance"}
  NG-ST-007_F["Drop into high crotch → Top position"]
  PG_ACT_9 -- "Opponent square stance" --> NG-ST-007_R
  NG-ST-007_R --> NG-ST-007_F
  NG_ACT_17["Snapdown + spin"]
  ST --> NG_ACT_17
  NG-ST-008_R{"Opponent posts hands"}
  NG-ST-008_F["Snap and spin to back → Back control"]
  NG_ACT_17 -- "Opponent posts hands" --> NG-ST-008_R
  NG-ST-008_R --> NG-ST-008_F
  NG-ST-009_R{"Opponent reaches"}
  NG-ST-009_F["Drag to back or single → Back control or single"]
  ST_ACT_4 -- "Opponent reaches" --> NG-ST-009_R
  NG-ST-009_R --> NG-ST-009_F
  NG_ACT_18["Front headlock to go-behind"]
  ST --> NG_ACT_18
  NG-ST-010_R{"Opponent heavy on head"}
  NG-ST-010_F["Circle to back → Back or turtle top"]
  NG_ACT_18 -- "Opponent heavy on head" --> NG-ST-010_R
  NG-ST-010_R --> NG-ST-010_F
Closed guard Attacking Tree|Closed guard|Paste into mermaid-compatible renderer.|flowchart TD
  CG(["Closed guard"])
  CG_ACT_1["Hip bump sweep"]
  CG --> CG_ACT_1
  CG-001_R{"Partner posts hand"}
  CG-001_F["Kimura → Closed guard attack"]
  CG_ACT_1 -- "Partner posts hand" --> CG-001_R
  CG-001_R --> CG-001_F
  CG-002_R{"Partner drives forward"}
  CG-002_F["Guillotine → Closed guard attack"]
  CG_ACT_1 -- "Partner drives forward" --> CG-002_R
  CG-002_R --> CG-002_F
  CG-003_R{"Partner does not post"}
  CG-003_F["Complete hip bump sweep → Mount top"]
  CG_ACT_1 -- "Partner does not post" --> CG-003_R
  CG-003_R --> CG-003_F
  CG_ACT_2["Kimura grip"]
  CG --> CG_ACT_2
  CG-004_R{"Partner hides hand"}
  CG-004_F["Hip bump sweep → Mount top"]
  CG_ACT_2 -- "Partner hides hand" --> CG-004_R
  CG-004_R --> CG-004_F
  CG-005_R{"Partner straightens arm"}
  CG-005_F(["Armbar → Armbar position"])
  CG_ACT_2 -- "Partner straightens arm" --> CG-005_R
  CG-005_R --> CG-005_F
  CG_ACT_3["Cross-collar choke"]
  CG --> CG_ACT_3
  CG-006_R{"Partner postures back"}
  CG-006_F["Sit up / break posture → Closed guard"]
  CG_ACT_3 -- "Partner postures back" --> CG-006_R
  CG-006_R --> CG-006_F
  CG-007_R{"Partner drives forward"}
  CG-007_F(["Angle to armbar → Armbar position"])
  CG_ACT_3 -- "Partner drives forward" --> CG-007_R
  CG-007_R --> CG-007_F
  CG_ACT_4["Armbar from guard"]
  CG --> CG_ACT_4
  CG-008_R{"Partner pulls arm out"}
  CG-008_F["Triangle → Triangle position"]
  CG_ACT_4 -- "Partner pulls arm out" --> CG-008_R
  CG-008_R --> CG-008_F
  CG_ACT_5["Triangle"]
  CG --> CG_ACT_5
  CG-009_R{"Partner stacks"}
  CG-009_F["Switch to armbar or omoplata → Submission position"]
  CG_ACT_5 -- "Partner stacks" --> CG-009_R
  CG-009_R --> CG-009_F
  CG-010_R{"Partner postures before lock"}
  CG-010_F["Flower sweep → Mount top"]
  CG_ACT_5 -- "Partner postures before lock" --> CG-010_R
  CG-010_R --> CG-010_F
  CG_ACT_6["Scissor sweep"]
  CG --> CG_ACT_6
  CG-011_R{"Partner bases wide"}
  CG-011_F["Push/knee push sweep → Mount or top guard"]
  CG_ACT_6 -- "Partner bases wide" --> CG-011_R
  CG-011_R --> CG-011_F
  CG_ACT_7["Arm drag"]
  CG --> CG_ACT_7
  CG-012_R{"Partner posts far hand"}
  CG-012_F["Climb to back → Back control"]
  CG_ACT_7 -- "Partner posts far hand" --> CG-012_R
  CG-012_R --> CG-012_F
  CG_ACT_8["Overhook"]
  CG --> CG_ACT_8
  CG-013_R{"Partner postures hard"}
  CG-013_F["Hip bump or omoplata → Closed guard attack"]
  CG_ACT_8 -- "Partner postures hard" --> CG-013_R
  CG-013_R --> CG-013_F
  PG_ACT_9["Omoplata setup"]
  CG --> PG_ACT_9
  PG-SUB-004_R{"Partner postures tall"}
  PG-SUB-004_F["Shoot hip and swing leg over → Omoplata position"]
  PG_ACT_9 -- "Partner postures tall" --> PG-SUB-004_R
  PG-SUB-004_R --> PG-SUB-004_F
  PG_ACT_10["Omoplata"]
  CG --> PG_ACT_10
  PG-SUB-005_R{"Partner rolls forward"}
  PG-SUB-005_F["Follow and recontrol → Top omoplata or side control"]
  PG_ACT_10 -- "Partner rolls forward" --> PG-SUB-005_R
  PG-SUB-005_R --> PG-SUB-005_F
  PG_ACT_11["Loop choke"]
  CG --> PG_ACT_11
  PG-SUB-006_R{"Partner postures with head down"}
  PG-SUB-006_F(["Loop lapel over head → Submission"])
  PG_ACT_11 -- "Partner postures with head d" --> PG-SUB-006_R
  PG-SUB-006_R --> PG-SUB-006_F
  BG_ACT_12["Bicep slicer from guard"]
  CG --> BG_ACT_12
  BG-SUB-002_R{"Partner stiff-arms"}
  BG-SUB-002_F(["Trap arm with leg; compress → Submission"])
  BG_ACT_12 -- "Partner stiff-arms" --> BG-SUB-002_R
  BG-SUB-002_R --> BG-SUB-002_F
  BG_ACT_13["Pendulum submission chain"]
  CG --> BG_ACT_13
  BG-BLK-002_R{"Partner switches between defenses"}
  BG-BLK-002_F(["Pendulum armbar to triangle to omoplata → Submission"])
  BG_ACT_13 -- "Partner switches between def" --> BG-BLK-002_R
  BG-BLK-002_R --> BG-BLK-002_F
  NG_ACT_14["Overhook system (no-gi)"]
  CG --> NG_ACT_14
  NG-CG-001_R{"Opponent postures"}
  NG-CG-001_F["Hip bump / kimura / guillotine chain → Closed guard attack"]
  NG_ACT_14 -- "Opponent postures" --> NG-CG-001_R
  NG-CG-001_R --> NG-CG-001_F
  NG-CG-002_R{"Opponent hides hand"}
  NG-CG-002_F["Hip bump / guillotine → Sub or mount"]
  CG_ACT_2 -- "Opponent hides hand" --> NG-CG-002_R
  NG-CG-002_R --> NG-CG-002_F
  NG_ACT_15["Guillotine (10-finger)"]
  CG --> NG_ACT_15
  NG-CG-003_R{"Opponent drops head"}
  NG-CG-003_F(["Finish 10-finger → Submission"])
  NG_ACT_15 -- "Opponent drops head" --> NG-CG-003_R
  NG-CG-003_R --> NG-CG-003_F
  NG_ACT_16["High-elbow guillotine"]
  CG --> NG_ACT_16
  NG-CG-004_R{"Opponent drives in"}
  NG-CG-004_F(["Finish with high elbow → Submission"])
  NG_ACT_16 -- "Opponent drives in" --> NG-CG-004_R
  NG-CG-004_R --> NG-CG-004_F
Open guard Attacking Tree|Open guard|Paste into mermaid-compatible renderer.|flowchart TD
  OG(["Open guard"])
  OG_ACT_1["Collar-sleeve control"]
  OG --> OG_ACT_1
  OG-001_R{"Partner drives forward"}
  OG-001_F["Triangle → Triangle position"]
  OG_ACT_1 -- "Partner drives forward" --> OG-001_R
  OG-001_R --> OG-001_F
  OG-002_R{"Partner pulls backward"}
  OG-002_F["Tripod sweep → Top open guard"]
  OG_ACT_1 -- "Partner pulls backward" --> OG-002_R
  OG-002_R --> OG-002_F
  OG_ACT_2["Tripod sweep"]
  OG --> OG_ACT_2
  OG-003_R{"Partner steps foot back"}
  OG-003_F["Sickle sweep → Top position"]
  OG_ACT_2 -- "Partner steps foot back" --> OG-003_R
  OG-003_R --> OG-003_F
  OG_ACT_3["De la Riva guard"]
  OG --> OG_ACT_3
  OG-004_R{"Partner pressures knee inward"}
  OG-004_F["Off-balance tripod/sickle → Top position"]
  OG_ACT_3 -- "Partner pressures knee inwar" --> OG-004_R
  OG-004_R --> OG-004_F
  OG-005_R{"Partner turns knee outward"}
  OG-005_F["Wrestle-up → Single leg"]
  OG_ACT_3 -- "Partner turns knee outward" --> OG-005_R
  OG-005_R --> OG-005_F
  OG_ACT_4["Single-leg X entry"]
  OG --> OG_ACT_4
  OG-006_R{"Partner stands tall"}
  OG-006_F["Elevate and sweep → Top position"]
  OG_ACT_4 -- "Partner stands tall" --> OG-006_R
  OG-006_R --> OG-006_F
  OG-007_R{"Partner strips foot from hip"}
  OG-007_F["Come up on single leg → Single-leg position"]
  OG_ACT_4 -- "Partner strips foot from hip" --> OG-007_R
  OG-007_R --> OG-007_F
  OG_ACT_5["Omoplata entry"]
  OG --> OG_ACT_5
  OG-008_R{"Partner rolls forward"}
  OG-008_F["Follow to top → Top side control"]
  OG_ACT_5 -- "Partner rolls forward" --> OG-008_R
  OG-008_R --> OG-008_F
  OG_ACT_6["Technical stand-up"]
  OG --> OG_ACT_6
  OG-009_R{"Partner backs away"}
  OG-009_F["Stand to neutral → Standing / Neutral"]
  OG_ACT_6 -- "Partner backs away" --> OG-009_R
  OG-009_R --> OG-009_F
  OG_ACT_7["Knee shield open guard"]
  OG --> OG_ACT_7
  OG-010_R{"Partner pressures forward"}
  OG-010_F["Frame and recover → Closed or half guard"]
  OG_ACT_7 -- "Partner pressures forward" --> OG-010_R
  OG-010_R --> OG-010_F
  OG_ACT_8["Lasso guard"]
  OG --> OG_ACT_8
  OG-011_R{"Partner tries to pass"}
  OG-011_F["Off-balance to sweep → Top position"]
  OG_ACT_8 -- "Partner tries to pass" --> OG-011_R
  OG-011_R --> OG-011_F
  PG_ACT_9["DLR to berimbolo entry"]
  OG --> PG_ACT_9
  PG-BER-001_R{"Partner posts to defend off-balance"}
  PG-BER-001_F["Invert and roll under → Back control"]
  PG_ACT_9 -- "Partner posts to defend off-" --> PG-BER-001_R
  PG-BER-001_R --> PG-BER-001_F
  PG_ACT_10["Berimbolo"]
  OG --> PG_ACT_10
  PG-BER-002_R{"Partner walks around exit side"}
  PG-BER-002_F["Re-invert and crab ride → Back control"]
  PG_ACT_10 -- "Partner walks around exit si" --> PG-BER-002_R
  PG-BER-002_R --> PG-BER-002_F
  PG-BER-003_R{"Partner sits on you"}
  PG-BER-003_F["Reverse to kiss of the dragon → Back/inverted control"]
  PG_ACT_10 -- "Partner sits on you" --> PG-BER-003_R
  PG-BER-003_R --> PG-BER-003_F
  PG_ACT_11["Worm guard setup"]
  OG --> PG_ACT_11
  PG-WORM-001_R{"Partner stands in open guard"}
  PG-WORM-001_F["Feed lapel under far leg and grip → Worm guard established"]
  PG_ACT_11 -- "Partner stands in open guard" --> PG-WORM-001_R
  PG-WORM-001_R --> PG-WORM-001_F
  PG_ACT_12["Worm guard"]
  OG --> PG_ACT_12
  PG-WORM-002_R{"Partner tries to step back"}
  PG-WORM-002_F["Balloon sweep → Top open guard"]
  PG_ACT_12 -- "Partner tries to step back" --> PG-WORM-002_R
  PG-WORM-002_R --> PG-WORM-002_F
  PG-WORM-003_R{"Partner backsteps"}
  PG-WORM-003_F["Transition to squid/lapel leg lock → Top position / leg lock"]
  PG_ACT_12 -- "Partner backsteps" --> PG-WORM-003_R
  PG-WORM-003_R --> PG-WORM-003_F
  PG_ACT_13["Spider guard control"]
  OG --> PG_ACT_13
  PG-SPI-001_R{"Partner postures up"}
  PG-SPI-001_F["Triangle from spider → Triangle position"]
  PG_ACT_13 -- "Partner postures up" --> PG-SPI-001_R
  PG-SPI-001_R --> PG-SPI-001_F
  PG_ACT_14["Spider guard"]
  OG --> PG_ACT_14
  PG-SPI-002_R{"Partner steps past foot"}
  PG-SPI-002_F["Lasso sweep → Top position"]
  PG_ACT_14 -- "Partner steps past foot" --> PG-SPI-002_R
  PG-SPI-002_R --> PG-SPI-002_F
  PG-SPI-003_R{"Partner puts pressure down"}
  PG-SPI-003_F["Omoplata → Omoplata position"]
  PG_ACT_14 -- "Partner puts pressure down" --> PG-SPI-003_R
  PG-SPI-003_R --> PG-SPI-003_F
  PG_ACT_15["Headquarters (HQ)"]
  OG --> PG_ACT_15
  PG-PAS-002_R{"Partner plays DLR/open guard"}
  PG-PAS-002_F["Step to HQ; pass to knee cut → Side control top"]
  PG_ACT_15 -- "Partner plays DLR/open guard" --> PG-PAS-002_R
  PG-PAS-002_R --> PG-PAS-002_F
  PG_ACT_16["Leg drag pass"]
  OG --> PG_ACT_16
  PG-PAS-003_R{"Partner has DLR or open guard"}
